Ime,Leto_rojstva,Leto_smrti,Nominacija,Oskar,Število,Prv_film
Luise Rainer,1910,2014,Glavna,False,0,"Great Ziegfeld, The [w 30]"
Luise Rainer,1910,2014,Glavna,True,2,"Great Ziegfeld, The [w 30]"
Luise Rainer,1910,2014,Stranska,False,0,"Great Ziegfeld, The [w 30]"
Luise Rainer,1910,2014,Stranska,True,0,"Great Ziegfeld, The [w 30]"
Claude Rains,1889,1967,Glavna,False,4,Mr. Smith Goes to Washington
Claude Rains,1889,1967,Glavna,True,0,Mr. Smith Goes to Washington
Claude Rains,1889,1967,Stranska,False,0,Mr. Smith Goes to Washington
Claude Rains,1889,1967,Stranska,True,0,Mr. Smith Goes to Washington
Marjorie Rambeau,1889,1970,Glavna,False,2,Primrose Path
Marjorie Rambeau,1889,1970,Glavna,True,0,Primrose Path
Marjorie Rambeau,1889,1970,Stranska,False,0,Primrose Path
Marjorie Rambeau,1889,1970,Stranska,True,0,Primrose Path
Charlotte Rampling,1946,,Glavna,False,1,45 Years
Charlotte Rampling,1946,,Glavna,True,0,45 Years
Charlotte Rampling,1946,,Stranska,False,0,45 Years
Charlotte Rampling,1946,,Stranska,True,0,45 Years
Anne Ramsey,1929,1988,Glavna,False,1,Throw Momma from the Train
Anne Ramsey,1929,1988,Glavna,True,0,Throw Momma from the Train
Anne Ramsey,1929,1988,Stranska,False,0,Throw Momma from the Train
Anne Ramsey,1929,1988,Stranska,True,0,Throw Momma from the Train
Da'Vine Joy Randolph,1986,,Glavna,False,0,"Holdovers, The"
Da'Vine Joy Randolph,1986,,Glavna,True,1,"Holdovers, The"
Da'Vine Joy Randolph,1986,,Stranska,False,0,"Holdovers, The"
Da'Vine Joy Randolph,1986,,Stranska,True,0,"Holdovers, The"
Basil Rathbone,1892,1967,Glavna,False,2,Romeo and Juliet
Basil Rathbone,1892,1967,Glavna,True,0,Romeo and Juliet
Basil Rathbone,1892,1967,Stranska,False,0,Romeo and Juliet
Basil Rathbone,1892,1967,Stranska,True,0,Romeo and Juliet
Stephen Rea,1946,,Glavna,False,1,"Crying Game, The"
Stephen Rea,1946,,Glavna,True,0,"Crying Game, The"
Stephen Rea,1946,,Stranska,False,0,"Crying Game, The"
Stephen Rea,1946,,Stranska,True,0,"Crying Game, The"
Robert Redford,1936,,Glavna,False,1,"Sting, The"
Robert Redford,1936,,Glavna,True,0,"Sting, The"
Robert Redford,1936,,Stranska,False,0,"Sting, The"
Robert Redford,1936,,Stranska,True,0,"Sting, The"
Lynn Redgrave,1943,2010,Glavna,False,1,Georgy Girl
Lynn Redgrave,1943,2010,Glavna,True,0,Georgy Girl
Lynn Redgrave,1943,2010,Stranska,False,1,Georgy Girl
Lynn Redgrave,1943,2010,Stranska,True,0,Georgy Girl
Michael Redgrave,1908,1985,Glavna,False,1,Mourning Becomes Electra
Michael Redgrave,1908,1985,Glavna,True,0,Mourning Becomes Electra
Michael Redgrave,1908,1985,Stranska,False,0,Mourning Becomes Electra
Michael Redgrave,1908,1985,Stranska,True,0,Mourning Becomes Electra
Vanessa Redgrave,1937,,Glavna,False,5,Julia
Vanessa Redgrave,1937,,Glavna,True,1,Julia
Vanessa Redgrave,1937,,Stranska,False,0,Julia
Vanessa Redgrave,1937,,Stranska,True,0,Julia
Joyce Redman,1915,2012,Glavna,False,2,Tom Jones
Joyce Redman,1915,2012,Glavna,True,0,Tom Jones
Joyce Redman,1915,2012,Stranska,False,0,Tom Jones
Joyce Redman,1915,2012,Stranska,True,0,Tom Jones
Eddie Redmayne,1982,,Glavna,False,1,"Theory of Everything, The"
Eddie Redmayne,1982,,Glavna,True,1,"Theory of Everything, The"
Eddie Redmayne,1982,,Stranska,False,0,"Theory of Everything, The"
Eddie Redmayne,1982,,Stranska,True,0,"Theory of Everything, The"
Donna Reed,1921,1986,Glavna,False,0,From Here to Eternity
Donna Reed,1921,1986,Glavna,True,1,From Here to Eternity
Donna Reed,1921,1986,Stranska,False,0,From Here to Eternity
Donna Reed,1921,1986,Stranska,True,0,From Here to Eternity
John C. Reilly,1965,,Glavna,False,1,Chicago
John C. Reilly,1965,,Glavna,True,0,Chicago
John C. Reilly,1965,,Stranska,False,0,Chicago
John C. Reilly,1965,,Stranska,True,0,Chicago
Lee Remick,1935,1991,Glavna,False,1,Days of Wine and Roses
Lee Remick,1935,1991,Glavna,True,0,Days of Wine and Roses
Lee Remick,1935,1991,Stranska,False,0,Days of Wine and Roses
Lee Remick,1935,1991,Stranska,True,0,Days of Wine and Roses
Jeremy Renner,1971,,Glavna,False,1,"Hurt Locker, The"
Jeremy Renner,1971,,Glavna,True,0,"Hurt Locker, The"
Jeremy Renner,1971,,Stranska,False,1,"Hurt Locker, The"
Jeremy Renner,1971,,Stranska,True,0,"Hurt Locker, The"
Anne Revere,1903,1990,Glavna,False,2,National Velvet
Anne Revere,1903,1990,Glavna,True,1,National Velvet
Anne Revere,1903,1990,Stranska,False,0,National Velvet
Anne Revere,1903,1990,Stranska,True,0,National Velvet
Burt Reynolds,1936,2018,Glavna,False,1,Boogie Nights
Burt Reynolds,1936,2018,Glavna,True,0,Boogie Nights
Burt Reynolds,1936,2018,Stranska,False,0,Boogie Nights
Burt Reynolds,1936,2018,Stranska,True,0,Boogie Nights
Debbie Reynolds,1932,2016,Glavna,False,1,"Unsinkable Molly Brown, The"
Debbie Reynolds,1932,2016,Glavna,True,0,"Unsinkable Molly Brown, The"
Debbie Reynolds,1932,2016,Stranska,False,0,"Unsinkable Molly Brown, The"
Debbie Reynolds,1932,2016,Stranska,True,0,"Unsinkable Molly Brown, The"
Beah Richards,1920,2000,Glavna,False,1,Guess Who's Coming to Dinner
Beah Richards,1920,2000,Glavna,True,0,Guess Who's Coming to Dinner
Beah Richards,1920,2000,Stranska,False,0,Guess Who's Coming to Dinner
Beah Richards,1920,2000,Stranska,True,0,Guess Who's Coming to Dinner
Miranda Richardson,1958,,Glavna,False,1,Tom & Viv
Miranda Richardson,1958,,Glavna,True,0,Tom & Viv
Miranda Richardson,1958,,Stranska,False,1,Tom & Viv
Miranda Richardson,1958,,Stranska,True,0,Tom & Viv
Ralph Richardson,1902,1983,Glavna,False,2,"Heiress, The"
Ralph Richardson,1902,1983,Glavna,True,0,"Heiress, The"
Ralph Richardson,1902,1983,Stranska,False,0,"Heiress, The"
Ralph Richardson,1902,1983,Stranska,True,0,"Heiress, The"
Andrea Riseborough,1981,,Glavna,False,1,To Leslie
Andrea Riseborough,1981,,Glavna,True,0,To Leslie
Andrea Riseborough,1981,,Stranska,False,0,To Leslie
Andrea Riseborough,1981,,Stranska,True,0,To Leslie
Thelma Ritter,1902,1969,Glavna,False,6,All About Eve
Thelma Ritter,1902,1969,Glavna,True,0,All About Eve
Thelma Ritter,1902,1969,Stranska,False,0,All About Eve
Thelma Ritter,1902,1969,Stranska,True,0,All About Eve
Emmanuelle Riva,1927,2017,Glavna,False,1,Amour
Emmanuelle Riva,1927,2017,Glavna,True,0,Amour
Emmanuelle Riva,1927,2017,Stranska,False,0,Amour
Emmanuelle Riva,1927,2017,Stranska,True,0,Amour
Jason Robards,1922,2000,Glavna,False,1,All the President's Men [w 31]
Jason Robards,1922,2000,Glavna,True,2,All the President's Men [w 31]
Jason Robards,1922,2000,Stranska,False,0,All the President's Men [w 31]
Jason Robards,1922,2000,Stranska,True,0,All the President's Men [w 31]
Margot Robbie,1990,,Glavna,False,1,"I, Tonya"
Margot Robbie,1990,,Glavna,True,0,"I, Tonya"
Margot Robbie,1990,,Stranska,False,1,"I, Tonya"
Margot Robbie,1990,,Stranska,True,0,"I, Tonya"
Tim Robbins,1958,,Glavna,False,0,Mystic River
Tim Robbins,1958,,Glavna,True,1,Mystic River
Tim Robbins,1958,,Stranska,False,0,Mystic River
Tim Robbins,1958,,Stranska,True,0,Mystic River
Eric Roberts,1956,,Glavna,False,1,Runaway Train
Eric Roberts,1956,,Glavna,True,0,Runaway Train
Eric Roberts,1956,,Stranska,False,0,Runaway Train
Eric Roberts,1956,,Stranska,True,0,Runaway Train
Julia Roberts,1967,,Glavna,False,3,Erin Brockovich
Julia Roberts,1967,,Glavna,True,1,Erin Brockovich
Julia Roberts,1967,,Stranska,False,0,Erin Brockovich
Julia Roberts,1967,,Stranska,True,0,Erin Brockovich
Rachel Roberts,1927,1980,Glavna,False,1,This Sporting Life
Rachel Roberts,1927,1980,Glavna,True,0,This Sporting Life
Rachel Roberts,1927,1980,Stranska,False,0,This Sporting Life
Rachel Roberts,1927,1980,Stranska,True,0,This Sporting Life
Cliff Robertson,1923,2011,Glavna,False,0,Charly
Cliff Robertson,1923,2011,Glavna,True,1,Charly
Cliff Robertson,1923,2011,Stranska,False,0,Charly
Cliff Robertson,1923,2011,Stranska,True,0,Charly
Flora Robson,1902,1984,Glavna,False,1,Saratoga Trunk
Flora Robson,1902,1984,Glavna,True,0,Saratoga Trunk
Flora Robson,1902,1984,Stranska,False,0,Saratoga Trunk
Flora Robson,1902,1984,Stranska,True,0,Saratoga Trunk
May Robson,1858,1942,Glavna,False,1,Lady for a Day
May Robson,1858,1942,Glavna,True,0,Lady for a Day
May Robson,1858,1942,Stranska,False,0,Lady for a Day
May Robson,1858,1942,Stranska,True,0,Lady for a Day
Sam Rockwell,1968,,Glavna,False,1,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,1968,,Glavna,True,1,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,1968,,Stranska,False,0,"Three Billboards Outside Ebbing, Missouri"
Sam Rockwell,1968,,Stranska,True,0,"Three Billboards Outside Ebbing, Missouri"
Ginger Rogers,1911,1995,Glavna,False,0,Kitty Foyle
Ginger Rogers,1911,1995,Glavna,True,1,Kitty Foyle
Ginger Rogers,1911,1995,Stranska,False,0,Kitty Foyle
Ginger Rogers,1911,1995,Stranska,True,0,Kitty Foyle
Howard Rollins,1950,1996,Glavna,False,1,Ragtime
Howard Rollins,1950,1996,Glavna,True,0,Ragtime
Howard Rollins,1950,1996,Stranska,False,0,Ragtime
Howard Rollins,1950,1996,Stranska,True,0,Ragtime
Saoirse Ronan,1994,,Glavna,False,3,Atonement
Saoirse Ronan,1994,,Glavna,True,0,Atonement
Saoirse Ronan,1994,,Stranska,False,1,Atonement
Saoirse Ronan,1994,,Stranska,True,0,Atonement
Mickey Rooney,1920,2014,Glavna,False,2,Babes in Arms
Mickey Rooney,1920,2014,Glavna,True,0,Babes in Arms
Mickey Rooney,1920,2014,Stranska,False,2,Babes in Arms
Mickey Rooney,1920,2014,Stranska,True,0,Babes in Arms
Diana Ross,1944,,Glavna,False,1,Lady Sings the Blues
Diana Ross,1944,,Glavna,True,0,Lady Sings the Blues
Diana Ross,1944,,Stranska,False,0,Lady Sings the Blues
Diana Ross,1944,,Stranska,True,0,Lady Sings the Blues
Katharine Ross,1940 *,,Glavna,False,1,"Graduate, The"
Katharine Ross,1940 *,,Glavna,True,0,"Graduate, The"
Katharine Ross,1940 *,,Stranska,False,0,"Graduate, The"
Katharine Ross,1940 *,,Stranska,True,0,"Graduate, The"
Tim Roth,1961,,Glavna,False,1,Rob Roy
Tim Roth,1961,,Glavna,True,0,Rob Roy
Tim Roth,1961,,Stranska,False,0,Rob Roy
Tim Roth,1961,,Stranska,True,0,Rob Roy
Mickey Rourke,1952,,Glavna,False,1,"Wrestler, The"
Mickey Rourke,1952,,Glavna,True,0,"Wrestler, The"
Mickey Rourke,1952,,Stranska,False,0,"Wrestler, The"
Mickey Rourke,1952,,Stranska,True,0,"Wrestler, The"
Gena Rowlands,1930,2024,Glavna,False,2,"Woman Under the Influence, A"
Gena Rowlands,1930,2024,Glavna,True,0,"Woman Under the Influence, A"
Gena Rowlands,1930,2024,Stranska,False,0,"Woman Under the Influence, A"
Gena Rowlands,1930,2024,Stranska,True,0,"Woman Under the Influence, A"
Mercedes Ruehl,1948,,Glavna,False,0,"Fisher King, The"
Mercedes Ruehl,1948,,Glavna,True,1,"Fisher King, The"
Mercedes Ruehl,1948,,Stranska,False,0,"Fisher King, The"
Mercedes Ruehl,1948,,Stranska,True,0,"Fisher King, The"
Mark Ruffalo,1967,,Glavna,False,4,"Kids Are All Right, The"
Mark Ruffalo,1967,,Glavna,True,0,"Kids Are All Right, The"
Mark Ruffalo,1967,,Stranska,False,0,"Kids Are All Right, The"
Mark Ruffalo,1967,,Stranska,True,0,"Kids Are All Right, The"
Geoffrey Rush,1951,,Glavna,False,3,Shine
Geoffrey Rush,1951,,Glavna,True,1,Shine
Geoffrey Rush,1951,,Stranska,False,0,Shine
Geoffrey Rush,1951,,Stranska,True,0,Shine
Harold Russell,1914,2002,Glavna,False,0,"Best Years of Our Lives, The"
Harold Russell,1914,2002,Glavna,True,1,"Best Years of Our Lives, The"
Harold Russell,1914,2002,Stranska,False,0,"Best Years of Our Lives, The"
Harold Russell,1914,2002,Stranska,True,0,"Best Years of Our Lives, The"
Rosalind Russell,1907,1976,Glavna,False,4,My Sister Eileen
Rosalind Russell,1907,1976,Glavna,True,0,My Sister Eileen
Rosalind Russell,1907,1976,Stranska,False,0,My Sister Eileen
Rosalind Russell,1907,1976,Stranska,True,0,My Sister Eileen
Margaret Rutherford,1892,1972,Glavna,False,0,"V.I.P.s, The"
Margaret Rutherford,1892,1972,Glavna,True,1,"V.I.P.s, The"
Margaret Rutherford,1892,1972,Stranska,False,0,"V.I.P.s, The"
Margaret Rutherford,1892,1972,Stranska,True,0,"V.I.P.s, The"
Amy Ryan,1969,,Glavna,False,1,Gone Baby Gone
Amy Ryan,1969,,Glavna,True,0,Gone Baby Gone
Amy Ryan,1969,,Stranska,False,0,Gone Baby Gone
Amy Ryan,1969,,Stranska,True,0,Gone Baby Gone
Robert Ryan,1909,1973,Glavna,False,1,Crossfire
Robert Ryan,1909,1973,Glavna,True,0,Crossfire
Robert Ryan,1909,1973,Stranska,False,0,Crossfire
Robert Ryan,1909,1973,Stranska,True,0,Crossfire
Winona Ryder,1971,,Glavna,False,1,Little Women
Winona Ryder,1971,,Glavna,True,0,Little Women
Winona Ryder,1971,,Stranska,False,1,Little Women
Winona Ryder,1971,,Stranska,True,0,Little Women
Mark Rylance,1960,,Glavna,False,0,Bridge of Spies
Mark Rylance,1960,,Glavna,True,1,Bridge of Spies
Mark Rylance,1960,,Stranska,False,0,Bridge of Spies
Mark Rylance,1960,,Stranska,True,0,Bridge of Spies
Eva Marie Saint,1924,,Glavna,False,0,On the Waterfront
Eva Marie Saint,1924,,Glavna,True,1,On the Waterfront
Eva Marie Saint,1924,,Stranska,False,0,On the Waterfront
Eva Marie Saint,1924,,Stranska,True,0,On the Waterfront
George Sanders,1906,1972,Glavna,False,0,All About Eve
George Sanders,1906,1972,Glavna,True,1,All About Eve
George Sanders,1906,1972,Stranska,False,0,All About Eve
George Sanders,1906,1972,Stranska,True,0,All About Eve
Catalina Sandino Moreno,1981,,Glavna,False,1,Maria Full of Grace
Catalina Sandino Moreno,1981,,Glavna,True,0,Maria Full of Grace
Catalina Sandino Moreno,1981,,Stranska,False,0,Maria Full of Grace
Catalina Sandino Moreno,1981,,Stranska,True,0,Maria Full of Grace
Chris Sarandon,1942,,Glavna,False,1,Dog Day Afternoon
Chris Sarandon,1942,,Glavna,True,0,Dog Day Afternoon
Chris Sarandon,1942,,Stranska,False,0,Dog Day Afternoon
Chris Sarandon,1942,,Stranska,True,0,Dog Day Afternoon
Susan Sarandon,1946,,Glavna,False,4,Dead Man Walking
Susan Sarandon,1946,,Glavna,True,1,Dead Man Walking
Susan Sarandon,1946,,Stranska,False,0,Dead Man Walking
Susan Sarandon,1946,,Stranska,True,0,Dead Man Walking
Telly Savalas,1922,1994,Glavna,False,1,Birdman of Alcatraz
Telly Savalas,1922,1994,Glavna,True,0,Birdman of Alcatraz
Telly Savalas,1922,1994,Stranska,False,0,Birdman of Alcatraz
Telly Savalas,1922,1994,Stranska,True,0,Birdman of Alcatraz
Diana Scarwid,1955,,Glavna,False,1,Inside Moves
Diana Scarwid,1955,,Glavna,True,0,Inside Moves
Diana Scarwid,1955,,Stranska,False,0,Inside Moves
Diana Scarwid,1955,,Stranska,True,0,Inside Moves
Roy Scheider,1932,2008,Glavna,False,1,All That Jazz
Roy Scheider,1932,2008,Glavna,True,0,All That Jazz
Roy Scheider,1932,2008,Stranska,False,1,All That Jazz
Roy Scheider,1932,2008,Stranska,True,0,All That Jazz
Maximilian Schell,1930,2014,Glavna,False,2,Judgment at Nuremberg
Maximilian Schell,1930,2014,Glavna,True,1,Judgment at Nuremberg
Maximilian Schell,1930,2014,Stranska,False,0,Judgment at Nuremberg
Maximilian Schell,1930,2014,Stranska,True,0,Judgment at Nuremberg
Joseph Schildkraut,1896,1964,Glavna,False,0,"Life of Emile Zola, The"
Joseph Schildkraut,1896,1964,Glavna,True,1,"Life of Emile Zola, The"
Joseph Schildkraut,1896,1964,Stranska,False,0,"Life of Emile Zola, The"
Joseph Schildkraut,1896,1964,Stranska,True,0,"Life of Emile Zola, The"
Paul Scofield,1922,2008,Glavna,False,1,"Man for All Seasons, A"
Paul Scofield,1922,2008,Glavna,True,1,"Man for All Seasons, A"
Paul Scofield,1922,2008,Stranska,False,0,"Man for All Seasons, A"
Paul Scofield,1922,2008,Stranska,True,0,"Man for All Seasons, A"
George C. Scott §,1927,1999,Glavna,False,3,Patton
George C. Scott §,1927,1999,Glavna,True,1,Patton
George C. Scott §,1927,1999,Stranska,False,0,Patton
George C. Scott §,1927,1999,Stranska,True,0,Patton
Martha Scott,1912,2003,Glavna,False,1,Our Town
Martha Scott,1912,2003,Glavna,True,0,Our Town
Martha Scott,1912,2003,Stranska,False,0,Our Town
Martha Scott,1912,2003,Stranska,True,0,Our Town
Kristin Scott Thomas,1960,,Glavna,False,1,"English Patient, The"
Kristin Scott Thomas,1960,,Glavna,True,0,"English Patient, The"
Kristin Scott Thomas,1960,,Stranska,False,0,"English Patient, The"
Kristin Scott Thomas,1960,,Stranska,True,0,"English Patient, The"
George Segal,1934,2021,Glavna,False,1,Who's Afraid of Virginia Woolf?
George Segal,1934,2021,Glavna,True,0,Who's Afraid of Virginia Woolf?
George Segal,1934,2021,Stranska,False,0,Who's Afraid of Virginia Woolf?
George Segal,1934,2021,Stranska,True,0,Who's Afraid of Virginia Woolf?
Peter Sellers,1925,1980,Glavna,False,2,Dr. Strangelove
Peter Sellers,1925,1980,Glavna,True,0,Dr. Strangelove
Peter Sellers,1925,1980,Stranska,False,0,Dr. Strangelove
Peter Sellers,1925,1980,Stranska,True,0,Dr. Strangelove
Chloë Sevigny,1974,,Glavna,False,1,Boys Don't Cry
Chloë Sevigny,1974,,Glavna,True,0,Boys Don't Cry
Chloë Sevigny,1974,,Stranska,False,0,Boys Don't Cry
Chloë Sevigny,1974,,Stranska,True,0,Boys Don't Cry
Amanda Seyfried,1985,,Glavna,False,1,Mank
Amanda Seyfried,1985,,Glavna,True,0,Mank
Amanda Seyfried,1985,,Stranska,False,0,Mank
Amanda Seyfried,1985,,Stranska,True,0,Mank
Michael Shannon,1974,,Glavna,False,2,Revolutionary Road
Michael Shannon,1974,,Glavna,True,0,Revolutionary Road
Michael Shannon,1974,,Stranska,False,0,Revolutionary Road
Michael Shannon,1974,,Stranska,True,0,Revolutionary Road
Omar Sharif,1932,2015,Glavna,False,1,Lawrence of Arabia
Omar Sharif,1932,2015,Glavna,True,0,Lawrence of Arabia
Omar Sharif,1932,2015,Stranska,False,0,Lawrence of Arabia
Omar Sharif,1932,2015,Stranska,True,0,Lawrence of Arabia
Robert Shaw,1927,1978,Glavna,False,1,"Man for All Seasons, A"
Robert Shaw,1927,1978,Glavna,True,0,"Man for All Seasons, A"
Robert Shaw,1927,1978,Stranska,False,0,"Man for All Seasons, A"
Robert Shaw,1927,1978,Stranska,True,0,"Man for All Seasons, A"
Norma Shearer,1902,1983,Glavna,False,4,"Divorcee, The"
Norma Shearer,1902,1983,Glavna,True,1,"Divorcee, The"
Norma Shearer,1902,1983,Stranska,False,0,"Divorcee, The"
Norma Shearer,1902,1983,Stranska,True,0,"Divorcee, The"
Sam Shepard,1943,2017,Glavna,False,1,"Right Stuff, The"
Sam Shepard,1943,2017,Glavna,True,0,"Right Stuff, The"
Sam Shepard,1943,2017,Stranska,False,0,"Right Stuff, The"
Sam Shepard,1943,2017,Stranska,True,0,"Right Stuff, The"
Talia Shire,1946,,Glavna,False,1,"Godfather Part II, The"
Talia Shire,1946,,Glavna,True,0,"Godfather Part II, The"
Talia Shire,1946,,Stranska,False,1,"Godfather Part II, The"
Talia Shire,1946,,Stranska,True,0,"Godfather Part II, The"
Anne Shirley,1918,1993,Glavna,False,1,Stella Dallas
Anne Shirley,1918,1993,Glavna,True,0,Stella Dallas
Anne Shirley,1918,1993,Stranska,False,0,Stella Dallas
Anne Shirley,1918,1993,Stranska,True,0,Stella Dallas
Elisabeth Shue,1963,,Glavna,False,1,Leaving Las Vegas
Elisabeth Shue,1963,,Glavna,True,0,Leaving Las Vegas
Elisabeth Shue,1963,,Stranska,False,0,Leaving Las Vegas
Elisabeth Shue,1963,,Stranska,True,0,Leaving Las Vegas
Gabourey Sidibe,1983,,Glavna,False,1,Precious
Gabourey Sidibe,1983,,Glavna,True,0,Precious
Gabourey Sidibe,1983,,Stranska,False,0,Precious
Gabourey Sidibe,1983,,Stranska,True,0,Precious
Sylvia Sidney,1910,1999,Glavna,False,1,"Summer Wishes, Winter Dreams"
Sylvia Sidney,1910,1999,Glavna,True,0,"Summer Wishes, Winter Dreams"
Sylvia Sidney,1910,1999,Stranska,False,0,"Summer Wishes, Winter Dreams"
Sylvia Sidney,1910,1999,Stranska,True,0,"Summer Wishes, Winter Dreams"
Simone Signoret,1921,1985,Glavna,False,1,Room at the Top
Simone Signoret,1921,1985,Glavna,True,1,Room at the Top
Simone Signoret,1921,1985,Stranska,False,0,Room at the Top
Simone Signoret,1921,1985,Stranska,True,0,Room at the Top
J. K. Simmons,1955,,Glavna,False,1,Whiplash
J. K. Simmons,1955,,Glavna,True,1,Whiplash
J. K. Simmons,1955,,Stranska,False,0,Whiplash
J. K. Simmons,1955,,Stranska,True,0,Whiplash
Jean Simmons,1929,2010,Glavna,False,1,"Happy Ending, The"
Jean Simmons,1929,2010,Glavna,True,0,"Happy Ending, The"
Jean Simmons,1929,2010,Stranska,False,1,"Happy Ending, The"
Jean Simmons,1929,2010,Stranska,True,0,"Happy Ending, The"
Frank Sinatra,1915,1998,Glavna,False,1,From Here to Eternity
Frank Sinatra,1915,1998,Glavna,True,1,From Here to Eternity
Frank Sinatra,1915,1998,Stranska,False,0,From Here to Eternity
Frank Sinatra,1915,1998,Stranska,True,0,From Here to Eternity
Gary Sinise,1955,,Glavna,False,1,Forrest Gump
Gary Sinise,1955,,Glavna,True,0,Forrest Gump
Gary Sinise,1955,,Stranska,False,0,Forrest Gump
Gary Sinise,1955,,Stranska,True,0,Forrest Gump
Lilia Skala,1896,1994,Glavna,False,1,Lilies of the Field
Lilia Skala,1896,1994,Glavna,True,0,Lilies of the Field
Lilia Skala,1896,1994,Stranska,False,0,Lilies of the Field
Lilia Skala,1896,1994,Stranska,True,0,Lilies of the Field
Kodi Smit-McPhee,1996,,Glavna,False,1,"Power of the Dog, The"
Kodi Smit-McPhee,1996,,Glavna,True,0,"Power of the Dog, The"
Kodi Smit-McPhee,1996,,Stranska,False,0,"Power of the Dog, The"
Kodi Smit-McPhee,1996,,Stranska,True,0,"Power of the Dog, The"
Maggie Smith,1934,2024,Glavna,False,4,"Prime of Miss Jean Brodie, The [w 32]"
Maggie Smith,1934,2024,Glavna,True,2,"Prime of Miss Jean Brodie, The [w 32]"
Maggie Smith,1934,2024,Stranska,False,0,"Prime of Miss Jean Brodie, The [w 32]"
Maggie Smith,1934,2024,Stranska,True,0,"Prime of Miss Jean Brodie, The [w 32]"
Will Smith,1968,,Glavna,False,2,King Richard
Will Smith,1968,,Glavna,True,1,King Richard
Will Smith,1968,,Stranska,False,0,King Richard
Will Smith,1968,,Stranska,True,0,King Richard
Carrie Snodgress,1945,2004,Glavna,False,1,Diary of a Mad Housewife
Carrie Snodgress,1945,2004,Glavna,True,0,Diary of a Mad Housewife
Carrie Snodgress,1945,2004,Stranska,False,0,Diary of a Mad Housewife
Carrie Snodgress,1945,2004,Stranska,True,0,Diary of a Mad Housewife
Gale Sondergaard,1899,1985,Glavna,False,1,Anthony Adverse
Gale Sondergaard,1899,1985,Glavna,True,1,Anthony Adverse
Gale Sondergaard,1899,1985,Stranska,False,0,Anthony Adverse
Gale Sondergaard,1899,1985,Stranska,True,0,Anthony Adverse
Mira Sorvino,1967,,Glavna,False,0,Mighty Aphrodite
Mira Sorvino,1967,,Glavna,True,1,Mighty Aphrodite
Mira Sorvino,1967,,Stranska,False,0,Mighty Aphrodite
Mira Sorvino,1967,,Stranska,True,0,Mighty Aphrodite
Ann Sothern,1909,2001,Glavna,False,1,"Whales of August, The"
Ann Sothern,1909,2001,Glavna,True,0,"Whales of August, The"
Ann Sothern,1909,2001,Stranska,False,0,"Whales of August, The"
Ann Sothern,1909,2001,Stranska,True,0,"Whales of August, The"
Sissy Spacek,1949,,Glavna,False,5,Coal Miner's Daughter
Sissy Spacek,1949,,Glavna,True,1,Coal Miner's Daughter
Sissy Spacek,1949,,Stranska,False,0,Coal Miner's Daughter
Sissy Spacek,1949,,Stranska,True,0,Coal Miner's Daughter
Kevin Spacey,1959,,Glavna,False,0,American Beauty [w 33]
Kevin Spacey,1959,,Glavna,True,2,American Beauty [w 33]
Kevin Spacey,1959,,Stranska,False,0,American Beauty [w 33]
Kevin Spacey,1959,,Stranska,True,0,American Beauty [w 33]
Octavia Spencer,1970,,Glavna,False,2,"Help, The"
Octavia Spencer,1970,,Glavna,True,1,"Help, The"
Octavia Spencer,1970,,Stranska,False,0,"Help, The"
Octavia Spencer,1970,,Stranska,True,0,"Help, The"
June Squibb,1929,,Glavna,False,1,Nebraska
June Squibb,1929,,Glavna,True,0,Nebraska
June Squibb,1929,,Stranska,False,0,Nebraska
June Squibb,1929,,Stranska,True,0,Nebraska
Robert Stack,1919,2003,Glavna,False,1,Written on the Wind
Robert Stack,1919,2003,Glavna,True,0,Written on the Wind
Robert Stack,1919,2003,Stranska,False,0,Written on the Wind
Robert Stack,1919,2003,Stranska,True,0,Written on the Wind
Sylvester Stallone,1946,,Glavna,False,1,Rocky
Sylvester Stallone,1946,,Glavna,True,0,Rocky
Sylvester Stallone,1946,,Stranska,False,1,Rocky
Sylvester Stallone,1946,,Stranska,True,0,Rocky
Terence Stamp,1938,,Glavna,False,1,Billy Budd
Terence Stamp,1938,,Glavna,True,0,Billy Budd
Terence Stamp,1938,,Stranska,False,0,Billy Budd
Terence Stamp,1938,,Stranska,True,0,Billy Budd
Lakeith Stanfield,1991,,Glavna,False,1,Judas and the Black Messiah
Lakeith Stanfield,1991,,Glavna,True,0,Judas and the Black Messiah
Lakeith Stanfield,1991,,Stranska,False,0,Judas and the Black Messiah
Lakeith Stanfield,1991,,Stranska,True,0,Judas and the Black Messiah
Kim Stanley,1925,2001,Glavna,False,1,Séance on a Wet Afternoon
Kim Stanley,1925,2001,Glavna,True,0,Séance on a Wet Afternoon
Kim Stanley,1925,2001,Stranska,False,1,Séance on a Wet Afternoon
Kim Stanley,1925,2001,Stranska,True,0,Séance on a Wet Afternoon
Barbara Stanwyck,1907,1990,Glavna,False,4,Stella Dallas
Barbara Stanwyck,1907,1990,Glavna,True,0,Stella Dallas
Barbara Stanwyck,1907,1990,Stranska,False,0,Stella Dallas
Barbara Stanwyck,1907,1990,Stranska,True,0,Stella Dallas
Maureen Stapleton,1925,2006,Glavna,False,3,Reds
Maureen Stapleton,1925,2006,Glavna,True,1,Reds
Maureen Stapleton,1925,2006,Stranska,False,0,Reds
