Ime,Leto_rojstva,Leto_smrti,Nominacija,Oskar,Število,Prv_film
Eileen Brennan,1932,2013,Glavna,True,0,Private Benjamin
Eileen Brennan,1932,2013,Stranska,False,0,Private Benjamin
Eileen Brennan,1932,2013,Stranska,True,0,Private Benjamin
Walter Brennan,1894,1974,Glavna,False,1,Come and Get It [w 5]
Walter Brennan,1894,1974,Glavna,True,3,Come and Get It [w 5]
Walter Brennan,1894,1974,Stranska,False,0,Come and Get It [w 5]
Walter Brennan,1894,1974,Stranska,True,0,Come and Get It [w 5]
Abigail Breslin,1996,,Glavna,False,1,Little Miss Sunshine
Abigail Breslin,1996,,Glavna,True,0,Little Miss Sunshine
Abigail Breslin,1996,,Stranska,False,0,Little Miss Sunshine
Abigail Breslin,1996,,Stranska,True,0,Little Miss Sunshine
Jeff Bridges,1949,,Glavna,False,6,Crazy Heart
Jeff Bridges,1949,,Glavna,True,1,Crazy Heart
Jeff Bridges,1949,,Stranska,False,0,Crazy Heart
Jeff Bridges,1949,,Stranska,True,0,Crazy Heart
Jim Broadbent,1949,,Glavna,False,0,Iris
Jim Broadbent,1949,,Glavna,True,1,Iris
Jim Broadbent,1949,,Stranska,False,0,Iris
Jim Broadbent,1949,,Stranska,True,0,Iris
Adrien Brody,1973,,Glavna,False,0,"Pianist, The"
Adrien Brody,1973,,Glavna,True,1,"Pianist, The"
Adrien Brody,1973,,Stranska,False,0,"Pianist, The"
Adrien Brody,1973,,Stranska,True,0,"Pianist, The"
Josh Brolin,1968,,Glavna,False,1,Milk
Josh Brolin,1968,,Glavna,True,0,Milk
Josh Brolin,1968,,Stranska,False,0,Milk
Josh Brolin,1968,,Stranska,True,0,Milk
Albert Brooks,1947,,Glavna,False,1,Broadcast News
Albert Brooks,1947,,Glavna,True,0,Broadcast News
Albert Brooks,1947,,Stranska,False,0,Broadcast News
Albert Brooks,1947,,Stranska,True,0,Broadcast News
Danielle Brooks,1989,,Glavna,False,1,"Color Purple, The"
Danielle Brooks,1989,,Glavna,True,0,"Color Purple, The"
Danielle Brooks,1989,,Stranska,False,0,"Color Purple, The"
Danielle Brooks,1989,,Stranska,True,0,"Color Purple, The"
Sterling K. Brown,1976,,Glavna,False,1,American Fiction
Sterling K. Brown,1976,,Glavna,True,0,American Fiction
Sterling K. Brown,1976,,Stranska,False,0,American Fiction
Sterling K. Brown,1976,,Stranska,True,0,American Fiction
Leslie Browne,1957,,Glavna,False,1,"Turning Point, The"
Leslie Browne,1957,,Glavna,True,0,"Turning Point, The"
Leslie Browne,1957,,Stranska,False,0,"Turning Point, The"
Leslie Browne,1957,,Stranska,True,0,"Turning Point, The"
Yul Brynner,1920,1985,Glavna,False,0,"King and I, The"
Yul Brynner,1920,1985,Glavna,True,1,"King and I, The"
Yul Brynner,1920,1985,Stranska,False,0,"King and I, The"
Yul Brynner,1920,1985,Stranska,True,0,"King and I, The"
Jessie Buckley,1989,,Glavna,False,1,"Lost Daughter, The"
Jessie Buckley,1989,,Glavna,True,0,"Lost Daughter, The"
Jessie Buckley,1989,,Stranska,False,0,"Lost Daughter, The"
Jessie Buckley,1989,,Stranska,True,0,"Lost Daughter, The"
Geneviève Bujold,1942,,Glavna,False,1,Anne of the Thousand Days
Geneviève Bujold,1942,,Glavna,True,0,Anne of the Thousand Days
Geneviève Bujold,1942,,Stranska,False,0,Anne of the Thousand Days
Geneviève Bujold,1942,,Stranska,True,0,Anne of the Thousand Days
Sandra Bullock,1964,,Glavna,False,1,"Blind Side, The"
Sandra Bullock,1964,,Glavna,True,1,"Blind Side, The"
Sandra Bullock,1964,,Stranska,False,0,"Blind Side, The"
Sandra Bullock,1964,,Stranska,True,0,"Blind Side, The"
Victor Buono,1938,1982,Glavna,False,1,What Ever Happened to Baby Jane?
Victor Buono,1938,1982,Glavna,True,0,What Ever Happened to Baby Jane?
Victor Buono,1938,1982,Stranska,False,0,What Ever Happened to Baby Jane?
Victor Buono,1938,1982,Stranska,True,0,What Ever Happened to Baby Jane?
Billie Burke,1884,1970,Glavna,False,1,Merrily We Live
Billie Burke,1884,1970,Glavna,True,0,Merrily We Live
Billie Burke,1884,1970,Stranska,False,0,Merrily We Live
Billie Burke,1884,1970,Stranska,True,0,Merrily We Live
Catherine Burns,1945,2019,Glavna,False,1,Last Summer
Catherine Burns,1945,2019,Glavna,True,0,Last Summer
Catherine Burns,1945,2019,Stranska,False,0,Last Summer
Catherine Burns,1945,2019,Stranska,True,0,Last Summer
George Burns,1896,1996,Glavna,False,0,"Sunshine Boys, The"
George Burns,1896,1996,Glavna,True,1,"Sunshine Boys, The"
George Burns,1896,1996,Stranska,False,0,"Sunshine Boys, The"
George Burns,1896,1996,Stranska,True,0,"Sunshine Boys, The"
Ellen Burstyn,1932,,Glavna,False,5,Alice Doesn't Live Here Anymore
Ellen Burstyn,1932,,Glavna,True,1,Alice Doesn't Live Here Anymore
Ellen Burstyn,1932,,Stranska,False,0,Alice Doesn't Live Here Anymore
Ellen Burstyn,1932,,Stranska,True,0,Alice Doesn't Live Here Anymore
Richard Burton,1925,1984,Glavna,False,6,"Robe, The"
Richard Burton,1925,1984,Glavna,True,0,"Robe, The"
Richard Burton,1925,1984,Stranska,False,1,"Robe, The"
Richard Burton,1925,1984,Stranska,True,0,"Robe, The"
Gary Busey,1944,,Glavna,False,1,"Buddy Holly Story, The"
Gary Busey,1944,,Glavna,True,0,"Buddy Holly Story, The"
Gary Busey,1944,,Stranska,False,0,"Buddy Holly Story, The"
Gary Busey,1944,,Stranska,True,0,"Buddy Holly Story, The"
Austin Butler,1991,,Glavna,False,1,Elvis
Austin Butler,1991,,Glavna,True,0,Elvis
Austin Butler,1991,,Stranska,False,0,Elvis
Austin Butler,1991,,Stranska,True,0,Elvis
Red Buttons,1919,2006,Glavna,False,0,Sayonara
Red Buttons,1919,2006,Glavna,True,1,Sayonara
Red Buttons,1919,2006,Stranska,False,0,Sayonara
Red Buttons,1919,2006,Stranska,True,0,Sayonara
Spring Byington,1886,1971,Glavna,False,1,You Can't Take It with You
Spring Byington,1886,1971,Glavna,True,0,You Can't Take It with You
Spring Byington,1886,1971,Stranska,False,0,You Can't Take It with You
Spring Byington,1886,1971,Stranska,True,0,You Can't Take It with You
James Caan,1940,2022,Glavna,False,1,"Godfather, The"
James Caan,1940,2022,Glavna,True,0,"Godfather, The"
James Caan,1940,2022,Stranska,False,0,"Godfather, The"
James Caan,1940,2022,Stranska,True,0,"Godfather, The"
Adolph Caesar,1933,1986,Glavna,False,1,"Soldier's Story, A"
Adolph Caesar,1933,1986,Glavna,True,0,"Soldier's Story, A"
Adolph Caesar,1933,1986,Stranska,False,0,"Soldier's Story, A"
Adolph Caesar,1933,1986,Stranska,True,0,"Soldier's Story, A"
Nicolas Cage,1964,,Glavna,False,1,Leaving Las Vegas
Nicolas Cage,1964,,Glavna,True,1,Leaving Las Vegas
Nicolas Cage,1964,,Stranska,False,0,Leaving Las Vegas
Nicolas Cage,1964,,Stranska,True,0,Leaving Las Vegas
James Cagney,1899,1986,Glavna,False,2,Yankee Doodle Dandy
James Cagney,1899,1986,Glavna,True,1,Yankee Doodle Dandy
James Cagney,1899,1986,Stranska,False,0,Yankee Doodle Dandy
James Cagney,1899,1986,Stranska,True,0,Yankee Doodle Dandy
Michael Caine,1933,,Glavna,False,4,Hannah and Her Sisters [w 6]
Michael Caine,1933,,Glavna,True,2,Hannah and Her Sisters [w 6]
Michael Caine,1933,,Stranska,False,0,Hannah and Her Sisters [w 6]
Michael Caine,1933,,Stranska,True,0,Hannah and Her Sisters [w 6]
Louis Calhern,1895,1956,Glavna,False,1,"Magnificent Yankee, The"
Louis Calhern,1895,1956,Glavna,True,0,"Magnificent Yankee, The"
Louis Calhern,1895,1956,Stranska,False,0,"Magnificent Yankee, The"
Louis Calhern,1895,1956,Stranska,True,0,"Magnificent Yankee, The"
Dyan Cannon,1937,,Glavna,False,2,Bob & Carol & Ted & Alice
Dyan Cannon,1937,,Glavna,True,0,Bob & Carol & Ted & Alice
Dyan Cannon,1937,,Stranska,False,0,Bob & Carol & Ted & Alice
Dyan Cannon,1937,,Stranska,True,0,Bob & Carol & Ted & Alice
Steve Carell,1962,,Glavna,False,1,Foxcatcher
Steve Carell,1962,,Glavna,True,0,Foxcatcher
Steve Carell,1962,,Stranska,False,0,Foxcatcher
Steve Carell,1962,,Stranska,True,0,Foxcatcher
Harry Carey,1878,1947,Glavna,False,1,Mr. Smith Goes to Washington
Harry Carey,1878,1947,Glavna,True,0,Mr. Smith Goes to Washington
Harry Carey,1878,1947,Stranska,False,0,Mr. Smith Goes to Washington
Harry Carey,1878,1947,Stranska,True,0,Mr. Smith Goes to Washington
Lynn Carlin,1938,,Glavna,False,1,Faces
Lynn Carlin,1938,,Glavna,True,0,Faces
Lynn Carlin,1938,,Stranska,False,0,Faces
Lynn Carlin,1938,,Stranska,True,0,Faces
Art Carney,1918,2003,Glavna,False,0,Harry and Tonto
Art Carney,1918,2003,Glavna,True,1,Harry and Tonto
Art Carney,1918,2003,Stranska,False,0,Harry and Tonto
Art Carney,1918,2003,Stranska,True,0,Harry and Tonto
Leslie Caron,1931,,Glavna,False,2,Lili
Leslie Caron,1931,,Glavna,True,0,Lili
Leslie Caron,1931,,Stranska,False,0,Lili
Leslie Caron,1931,,Stranska,True,0,Lili
Diahann Carroll,1935,2019,Glavna,False,1,Claudine
Diahann Carroll,1935,2019,Glavna,True,0,Claudine
Diahann Carroll,1935,2019,Stranska,False,0,Claudine
Diahann Carroll,1935,2019,Stranska,True,0,Claudine
Nancy Carroll,1903,1965,Glavna,False,1,"Devil's Holiday, The"
Nancy Carroll,1903,1965,Glavna,True,0,"Devil's Holiday, The"
Nancy Carroll,1903,1965,Stranska,False,0,"Devil's Holiday, The"
Nancy Carroll,1903,1965,Stranska,True,0,"Devil's Holiday, The"
Peggy Cass,1924,1999,Glavna,False,1,Auntie Mame
Peggy Cass,1924,1999,Glavna,True,0,Auntie Mame
Peggy Cass,1924,1999,Stranska,False,0,Auntie Mame
Peggy Cass,1924,1999,Stranska,True,0,Auntie Mame
John Cassavetes,1929,1989,Glavna,False,1,"Dirty Dozen, The"
John Cassavetes,1929,1989,Glavna,True,0,"Dirty Dozen, The"
John Cassavetes,1929,1989,Stranska,False,0,"Dirty Dozen, The"
John Cassavetes,1929,1989,Stranska,True,0,"Dirty Dozen, The"
Seymour Cassel,1935,2019,Glavna,False,1,Faces
Seymour Cassel,1935,2019,Glavna,True,0,Faces
Seymour Cassel,1935,2019,Stranska,False,0,Faces
Seymour Cassel,1935,2019,Stranska,True,0,Faces
Richard S. Castellano,1933,1988,Glavna,False,1,Lovers and Other Strangers
Richard S. Castellano,1933,1988,Glavna,True,0,Lovers and Other Strangers
Richard S. Castellano,1933,1988,Stranska,False,0,Lovers and Other Strangers
Richard S. Castellano,1933,1988,Stranska,True,0,Lovers and Other Strangers
Keisha Castle-Hughes,1990,,Glavna,False,1,Whale Rider
Keisha Castle-Hughes,1990,,Glavna,True,0,Whale Rider
Keisha Castle-Hughes,1990,,Stranska,False,0,Whale Rider
Keisha Castle-Hughes,1990,,Stranska,True,0,Whale Rider
George Chakiris,1932,,Glavna,False,0,West Side Story
George Chakiris,1932,,Glavna,True,1,West Side Story
George Chakiris,1932,,Stranska,False,0,West Side Story
George Chakiris,1932,,Stranska,True,0,West Side Story
Timothée Chalamet,1995,,Glavna,False,1,Call Me by Your Name
Timothée Chalamet,1995,,Glavna,True,0,Call Me by Your Name
Timothée Chalamet,1995,,Stranska,False,0,Call Me by Your Name
Timothée Chalamet,1995,,Stranska,True,0,Call Me by Your Name
Jeff Chandler,1918,1961,Glavna,False,1,Broken Arrow
Jeff Chandler,1918,1961,Glavna,True,0,Broken Arrow
Jeff Chandler,1918,1961,Stranska,False,0,Broken Arrow
Jeff Chandler,1918,1961,Stranska,True,0,Broken Arrow
Carol Channing,1921,2019,Glavna,False,1,Thoroughly Modern Millie
Carol Channing,1921,2019,Glavna,True,0,Thoroughly Modern Millie
Carol Channing,1921,2019,Stranska,False,0,Thoroughly Modern Millie
Carol Channing,1921,2019,Stranska,True,0,Thoroughly Modern Millie
Stockard Channing,1944,,Glavna,False,1,Six Degrees of Separation
Stockard Channing,1944,,Glavna,True,0,Six Degrees of Separation
Stockard Channing,1944,,Stranska,False,0,Six Degrees of Separation
Stockard Channing,1944,,Stranska,True,0,Six Degrees of Separation
Charlie Chaplin,1889,1977,Glavna,False,1,"Great Dictator, The"
Charlie Chaplin,1889,1977,Glavna,True,0,"Great Dictator, The"
Charlie Chaplin,1889,1977,Stranska,False,0,"Great Dictator, The"
Charlie Chaplin,1889,1977,Stranska,True,0,"Great Dictator, The"
Jessica Chastain,1977,,Glavna,False,2,"Eyes of Tammy Faye, The"
Jessica Chastain,1977,,Glavna,True,1,"Eyes of Tammy Faye, The"
Jessica Chastain,1977,,Stranska,False,0,"Eyes of Tammy Faye, The"
Jessica Chastain,1977,,Stranska,True,0,"Eyes of Tammy Faye, The"
Ruth Chatterton,1892,1961,Glavna,False,2,Madame X
Ruth Chatterton,1892,1961,Glavna,True,0,Madame X
Ruth Chatterton,1892,1961,Stranska,False,0,Madame X
Ruth Chatterton,1892,1961,Stranska,True,0,Madame X
Hong Chau,1979,,Glavna,False,1,"Whale, The"
Hong Chau,1979,,Glavna,True,0,"Whale, The"
Hong Chau,1979,,Stranska,False,0,"Whale, The"
Hong Chau,1979,,Stranska,True,0,"Whale, The"
Don Cheadle,1964,,Glavna,False,1,Hotel Rwanda
Don Cheadle,1964,,Glavna,True,0,Hotel Rwanda
Don Cheadle,1964,,Stranska,False,0,Hotel Rwanda
Don Cheadle,1964,,Stranska,True,0,Hotel Rwanda
Michael Chekhov,1891,1955,Glavna,False,1,Spellbound
Michael Chekhov,1891,1955,Glavna,True,0,Spellbound
Michael Chekhov,1891,1955,Stranska,False,0,Spellbound
Michael Chekhov,1891,1955,Stranska,True,0,Spellbound
Cher,1946,,Glavna,False,1,Moonstruck
Cher,1946,,Glavna,True,1,Moonstruck
Cher,1946,,Stranska,False,0,Moonstruck
Cher,1946,,Stranska,True,0,Moonstruck
Maurice Chevalier,1888,1972,Glavna,False,1,"Love Parade, The"
Maurice Chevalier,1888,1972,Glavna,True,0,"Love Parade, The"
Maurice Chevalier,1888,1972,Stranska,False,0,"Love Parade, The"
Maurice Chevalier,1888,1972,Stranska,True,0,"Love Parade, The"
Julie Christie,1940,,Glavna,False,3,Darling
Julie Christie,1940,,Glavna,True,1,Darling
Julie Christie,1940,,Stranska,False,0,Darling
Julie Christie,1940,,Stranska,True,0,Darling
Thomas Haden Church,1960,,Glavna,False,1,Sideways
Thomas Haden Church,1960,,Glavna,True,0,Sideways
Thomas Haden Church,1960,,Stranska,False,0,Sideways
Thomas Haden Church,1960,,Stranska,True,0,Sideways
Diane Cilento,1933,2011,Glavna,False,1,Tom Jones
Diane Cilento,1933,2011,Glavna,True,0,Tom Jones
Diane Cilento,1933,2011,Stranska,False,0,Tom Jones
Diane Cilento,1933,2011,Stranska,True,0,Tom Jones
Candy Clark,1947,,Glavna,False,1,American Graffiti
Candy Clark,1947,,Glavna,True,0,American Graffiti
Candy Clark,1947,,Stranska,False,0,American Graffiti
Candy Clark,1947,,Stranska,True,0,American Graffiti
Patricia Clarkson,1959,,Glavna,False,1,Pieces of April
Patricia Clarkson,1959,,Glavna,True,0,Pieces of April
Patricia Clarkson,1959,,Stranska,False,0,Pieces of April
Patricia Clarkson,1959,,Stranska,True,0,Pieces of April
Jill Clayburgh,1944,2010,Glavna,False,2,"Unmarried Woman, An"
Jill Clayburgh,1944,2010,Glavna,True,0,"Unmarried Woman, An"
Jill Clayburgh,1944,2010,Stranska,False,0,"Unmarried Woman, An"
Jill Clayburgh,1944,2010,Stranska,True,0,"Unmarried Woman, An"
Montgomery Clift,1920,1966,Glavna,False,3,"Search, The"
Montgomery Clift,1920,1966,Glavna,True,0,"Search, The"
Montgomery Clift,1920,1966,Stranska,False,1,"Search, The"
Montgomery Clift,1920,1966,Stranska,True,0,"Search, The"
George Clooney,1961,,Glavna,False,3,Syriana
George Clooney,1961,,Glavna,True,1,Syriana
George Clooney,1961,,Stranska,False,0,Syriana
George Clooney,1961,,Stranska,True,0,Syriana
Glenn Close,1947,,Glavna,False,4,Fatal Attraction
Glenn Close,1947,,Glavna,True,0,Fatal Attraction
Glenn Close,1947,,Stranska,False,4,Fatal Attraction
Glenn Close,1947,,Stranska,True,0,Fatal Attraction
Lee J. Cobb,1911,1976,Glavna,False,2,On the Waterfront
Lee J. Cobb,1911,1976,Glavna,True,0,On the Waterfront
Lee J. Cobb,1911,1976,Stranska,False,0,On the Waterfront
Lee J. Cobb,1911,1976,Stranska,True,0,On the Waterfront
Charles Coburn,1877,1961,Glavna,False,2,"More the Merrier, The"
Charles Coburn,1877,1961,Glavna,True,1,"More the Merrier, The"
Charles Coburn,1877,1961,Stranska,False,0,"More the Merrier, The"
Charles Coburn,1877,1961,Stranska,True,0,"More the Merrier, The"
James Coburn,1928,2002,Glavna,False,0,Affliction
James Coburn,1928,2002,Glavna,True,1,Affliction
James Coburn,1928,2002,Stranska,False,0,Affliction
James Coburn,1928,2002,Stranska,True,0,Affliction
James Coco,1930,1987,Glavna,False,1,Only When I Laugh
James Coco,1930,1987,Glavna,True,0,Only When I Laugh
James Coco,1930,1987,Stranska,False,0,Only When I Laugh
James Coco,1930,1987,Stranska,True,0,Only When I Laugh
Claudette Colbert,1903,1996,Glavna,False,2,It Happened One Night
Claudette Colbert,1903,1996,Glavna,True,1,It Happened One Night
Claudette Colbert,1903,1996,Stranska,False,0,It Happened One Night
Claudette Colbert,1903,1996,Stranska,True,0,It Happened One Night
Toni Collette,1972,,Glavna,False,1,"Sixth Sense, The"
Toni Collette,1972,,Glavna,True,0,"Sixth Sense, The"
Toni Collette,1972,,Stranska,False,0,"Sixth Sense, The"
Toni Collette,1972,,Stranska,True,0,"Sixth Sense, The"
Patricia Collinge,1892,1974,Glavna,False,1,"Little Foxes, The"
Patricia Collinge,1892,1974,Glavna,True,0,"Little Foxes, The"
Patricia Collinge,1892,1974,Stranska,False,0,"Little Foxes, The"
Patricia Collinge,1892,1974,Stranska,True,0,"Little Foxes, The"
Pauline Collins,1940,,Glavna,False,1,Shirley Valentine
Pauline Collins,1940,,Glavna,True,0,Shirley Valentine
Pauline Collins,1940,,Stranska,False,0,Shirley Valentine
Pauline Collins,1940,,Stranska,True,0,Shirley Valentine
Olivia Colman,1974,,Glavna,False,2,"Favourite, The"
Olivia Colman,1974,,Glavna,True,1,"Favourite, The"
Olivia Colman,1974,,Stranska,False,0,"Favourite, The"
Olivia Colman,1974,,Stranska,True,0,"Favourite, The"
Ronald Colman,1891,1958,Glavna,False,2,"Double Life, A"
Ronald Colman,1891,1958,Glavna,True,1,"Double Life, A"
Ronald Colman,1891,1958,Stranska,False,0,"Double Life, A"
Ronald Colman,1891,1958,Stranska,True,0,"Double Life, A"
Betty Compson,1897,1974,Glavna,False,1,"Barker, The"
Betty Compson,1897,1974,Glavna,True,0,"Barker, The"
Betty Compson,1897,1974,Stranska,False,0,"Barker, The"
Betty Compson,1897,1974,Stranska,True,0,"Barker, The"
Jennifer Connelly,1970,,Glavna,False,0,"Beautiful Mind, A"
Jennifer Connelly,1970,,Glavna,True,1,"Beautiful Mind, A"
Jennifer Connelly,1970,,Stranska,False,0,"Beautiful Mind, A"
Jennifer Connelly,1970,,Stranska,True,0,"Beautiful Mind, A"
Kerry Condon,1983,,Glavna,False,1,"Banshees of Inisherin, The"
Kerry Condon,1983,,Glavna,True,0,"Banshees of Inisherin, The"
Kerry Condon,1983,,Stranska,False,0,"Banshees of Inisherin, The"
Kerry Condon,1983,,Stranska,True,0,"Banshees of Inisherin, The"
Sean Connery,1930,2020,Glavna,False,0,"Untouchables, The"
Sean Connery,1930,2020,Glavna,True,1,"Untouchables, The"
Sean Connery,1930,2020,Stranska,False,0,"Untouchables, The"
Sean Connery,1930,2020,Stranska,True,0,"Untouchables, The"
Tom Conti,1941,,Glavna,False,1,"Reuben, Reuben"
Tom Conti,1941,,Glavna,True,0,"Reuben, Reuben"
Tom Conti,1941,,Stranska,False,0,"Reuben, Reuben"
Tom Conti,1941,,Stranska,True,0,"Reuben, Reuben"
Bradley Cooper,1975,,Glavna,False,4,Silver Linings Playbook
Bradley Cooper,1975,,Glavna,True,0,Silver Linings Playbook
Bradley Cooper,1975,,Stranska,False,1,Silver Linings Playbook
Bradley Cooper,1975,,Stranska,True,0,Silver Linings Playbook
Chris Cooper,1951,,Glavna,False,0,Adaptation
Chris Cooper,1951,,Glavna,True,1,Adaptation
Chris Cooper,1951,,Stranska,False,0,Adaptation
Chris Cooper,1951,,Stranska,True,0,Adaptation
Gary Cooper,1901,1961,Glavna,False,3,Sergeant York [w 7]
Gary Cooper,1901,1961,Glavna,True,2,Sergeant York [w 7]
Gary Cooper,1901,1961,Stranska,False,0,Sergeant York [w 7]
Gary Cooper,1901,1961,Stranska,True,0,Sergeant York [w 7]
Gladys Cooper,1888,1971,Glavna,False,3,"Now, Voyager"
Gladys Cooper,1888,1971,Glavna,True,0,"Now, Voyager"
Gladys Cooper,1888,1971,Stranska,False,0,"Now, Voyager"
Gladys Cooper,1888,1971,Stranska,True,0,"Now, Voyager"
Jackie Cooper,1922,2011,Glavna,False,1,Skippy
Jackie Cooper,1922,2011,Glavna,True,0,Skippy
Jackie Cooper,1922,2011,Stranska,False,0,Skippy
Jackie Cooper,1922,2011,Stranska,True,0,Skippy
Ellen Corby,1911,1999,Glavna,False,1,I Remember Mama
Ellen Corby,1911,1999,Glavna,True,0,I Remember Mama
Ellen Corby,1911,1999,Stranska,False,0,I Remember Mama
Ellen Corby,1911,1999,Stranska,True,0,I Remember Mama
Valentina Cortese,1923,2019,Glavna,False,1,Day for Night
Valentina Cortese,1923,2019,Glavna,True,0,Day for Night
Valentina Cortese,1923,2019,Stranska,False,0,Day for Night
Valentina Cortese,1923,2019,Stranska,True,0,Day for Night
Kevin Costner,1955,,Glavna,False,1,Dances with Wolves
Kevin Costner,1955,,Glavna,True,0,Dances with Wolves
Kevin Costner,1955,,Stranska,False,0,Dances with Wolves
Kevin Costner,1955,,Stranska,True,0,Dances with Wolves
Marion Cotillard,1975,,Glavna,False,1,La Vie en Rose
Marion Cotillard,1975,,Glavna,True,1,La Vie en Rose
Marion Cotillard,1975,,Stranska,False,0,La Vie en Rose
Marion Cotillard,1975,,Stranska,True,0,La Vie en Rose
Tom Courtenay,1937,,Glavna,False,1,"Dresser, The"
Tom Courtenay,1937,,Glavna,True,0,"Dresser, The"
Tom Courtenay,1937,,Stranska,False,1,"Dresser, The"
Tom Courtenay,1937,,Stranska,True,0,"Dresser, The"
Jeanne Crain,1925,2003,Glavna,False,1,Pinky
Jeanne Crain,1925,2003,Glavna,True,0,Pinky
Jeanne Crain,1925,2003,Stranska,False,0,Pinky
Jeanne Crain,1925,2003,Stranska,True,0,Pinky
Bryan Cranston,1956,,Glavna,False,1,Trumbo
Bryan Cranston,1956,,Glavna,True,0,Trumbo
Bryan Cranston,1956,,Stranska,False,0,Trumbo
Bryan Cranston,1956,,Stranska,True,0,Trumbo
Broderick Crawford,1911,1986,Glavna,False,0,All the King's Men
Broderick Crawford,1911,1986,Glavna,True,1,All the King's Men
Broderick Crawford,1911,1986,Stranska,False,0,All the King's Men
Broderick Crawford,1911,1986,Stranska,True,0,All the King's Men
Joan Crawford,1905*,1977,Glavna,False,2,Mildred Pierce
Joan Crawford,1905*,1977,Glavna,True,1,Mildred Pierce
Joan Crawford,1905*,1977,Stranska,False,0,Mildred Pierce
Joan Crawford,1905*,1977,Stranska,True,0,Mildred Pierce
Donald Crisp,1882,1974,Glavna,False,0,How Green Was My Valley
Donald Crisp,1882,1974,Glavna,True,1,How Green Was My Valley
Donald Crisp,1882,1974,Stranska,False,0,How Green Was My Valley
Donald Crisp,1882,1974,Stranska,True,0,How Green Was My Valley
